processName,app,userName
Launch a comprehensive training and development platform for employees,openclassroom,emilie
Integrate various software tools into a unified ecosystem,github,miko
Integrate various software tools into a unified ecosystem,gitlab,clorinde
Establish a centralized communication and collaboration hub,openclassroom,emilie
Establish a centralized communication and collaboration hub,openclassroom,clorinde
"Create a secure, scalable cloud infrastructure",github,clorinde
Establish a centralized communication and collaboration hub,openclassroom,emilie
Implement advanced cybersecurity measures across all products,github,kazuha
Revitalize and modernize a legacy software system,github,miko
Build a comprehensive data analytics and visualization platform,power bi,kazuha
Revitalize and modernize a legacy software system,github,emilie
Build a comprehensive data analytics and visualization platform,tableau,clorinde
Integrate various software tools into a unified ecosystem,github,miko
Build a comprehensive data analytics and visualization platform,tableau,jean
Create a real-time monitoring and feedback system for product performance,power bi,freminet
Revitalize and modernize a legacy software system,github,emilie
Implement advanced cybersecurity measures across all products,gitlab,jean
Integrate various software tools into a unified ecosystem,github,freminet
Revitalize and modernize a legacy software system,github,jean
Launch a comprehensive training and development platform for employees,openclassroom,kazuha
Create a real-time monitoring and feedback system for product performance,tableau,emilie
Integrate various software tools into a unified ecosystem,gitlab,clorinde
Revitalize and modernize a legacy software system,gitlab,miko
Integrate various software tools into a unified ecosystem,gitlab,clorinde
Develop a new product line that explores innovative technologies,cisco,emilie
Build a comprehensive data analytics and visualization platform,tableau,miko
Establish a centralized communication and collaboration hub,cisco,clorinde
"Create a secure, scalable cloud infrastructure",github,clorinde
Build a comprehensive data analytics and visualization platform,tableau,jean
Build a comprehensive data analytics and visualization platform,power bi,jean
Create a real-time monitoring and feedback system for product performance,tableau,emilie
Revitalize and modernize a legacy software system,gitlab,miko
Launch a comprehensive training and development platform for employees,openclassroom,jean
Implement advanced cybersecurity measures across all products,github,freminet
Create a real-time monitoring and feedback system for product performance,power bi,freminet
Revitalize and modernize a legacy software system,gitlab,freminet
"Create a secure, scalable cloud infrastructure",gitlab,clorinde
Create a real-time monitoring and feedback system for product performance,power bi,freminet
Implement advanced cybersecurity measures across all products,gitlab,emilie
Develop a next-generation user interface for an existing application,github,clorinde
Build a comprehensive data analytics and visualization platform,tableau,emilie
Develop a new product line that explores innovative technologies,draw.io,emilie
Integrate various software tools into a unified ecosystem,gitlab,emilie
Create a real-time monitoring and feedback system for product performance,power bi,freminet
